"success","timeout","failed_images","failed_audio","failed_video","task","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","participant_ID","view_history","rt","response","stimulus","image1","image2","image3","real_word","correct_choice","choices"
"true","false","[]","[]","[]","preload","preload","0","27","0.0-0.0","2","1","2024-04-09 07:21:12","970eb555d25350035b1a478df6c9206c","109.81.166.135","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36","Macintosh","Chrome","123.0.0.0","OS X","10_15_7","null","en-GB,en-US;q=0.9,en;q=0.8","7labuwcym2f","","","","","","","","","",""
"","","","","","instructions","instructions","1","1984","0.0-1.0","2","1","2024-04-09 07:21:12","970eb555d25350035b1a478df6c9206c","109.81.166.135","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36","Macintosh","Chrome","123.0.0.0","OS X","10_15_7","null","en-GB,en-US;q=0.9,en;q=0.8","7labuwcym2f","[{""page_index"":0,""viewing_time"":1133},{""page_index"":1,""viewing_time"":822}]","1956","","","","","","","",""
"","","","","","consent","instructions","2","2539","0.0-2.0","2","1","2024-04-09 07:21:12","970eb555d25350035b1a478df6c9206c","109.81.166.135","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36","Macintosh","Chrome","123.0.0.0","OS X","10_15_7","null","en-GB,en-US;q=0.9,en;q=0.8","7labuwcym2f","[{""page_index"":0,""viewing_time"":555}]","555","","","","","","","",""
"","","","","","demographics","survey-html-form","3","15093","0.0-3.0","2","1","2024-04-09 07:21:12","970eb555d25350035b1a478df6c9206c","109.81.166.135","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36","Macintosh","Chrome","123.0.0.0","OS X","10_15_7","null","en-GB,en-US;q=0.9,en;q=0.8","7labuwcym2f","","12549","{""Q1"":""b"",""Q2"":""99"",""Q3"":""kjsdf@test.com"",""Q4"":""a"",""Q5"":""a"",""feedback_comments"":""kjdshf kjdshf kjsdfh dskf""}","","","","","","",""
"","","","","","fixation","html-keyboard-response","4","17098","0.0-4.0-0.0","2","1","2024-04-09 07:21:12","970eb555d25350035b1a478df6c9206c","109.81.166.135","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36","Macintosh","Chrome","123.0.0.0","OS X","10_15_7","null","en-GB,en-US;q=0.9,en;q=0.8","7labuwcym2f","","null","null","<div style=""font-size:30pt;"">+</div>","","","","","",""
"","","","","","lexical_decision","audio-button-response","5","17725","0.0-4.0-1.0","2","1","2024-04-09 07:21:12","970eb555d25350035b1a478df6c9206c","109.81.166.135","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36","Macintosh","Chrome","123.0.0.0","OS X","10_15_7","null","en-GB,en-US;q=0.9,en;q=0.8","7labuwcym2f","","597","0","banana.wav","chair.png","banana.png","sheep.png","yes","banana.png","[""banana.png"",""chair.png"",""sheep.png""]"
"","","","","","fixation","html-keyboard-response","6","19731","0.0-4.0-0.1","2","1","2024-04-09 07:21:12","970eb555d25350035b1a478df6c9206c","109.81.166.135","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36","Macintosh","Chrome","123.0.0.0","OS X","10_15_7","null","en-GB,en-US;q=0.9,en;q=0.8","7labuwcym2f","","null","null","<div style=""font-size:30pt;"">+</div>","","","","","",""
"","","","","","lexical_decision","audio-button-response","7","21163","0.0-4.0-1.1","2","1","2024-04-09 07:21:12","970eb555d25350035b1a478df6c9206c","109.81.166.135","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36","Macintosh","Chrome","123.0.0.0","OS X","10_15_7","null","en-GB,en-US;q=0.9,en;q=0.8","7labuwcym2f","","1429","1","fox.wav","fox.png","hippo.png","cucumber.png","yes","fox.png","[""hippo.png"",""fox.png"",""cucumber.png""]"
"","","","","","fixation","html-keyboard-response","8","23166","0.0-4.0-0.2","2","1","2024-04-09 07:21:12","970eb555d25350035b1a478df6c9206c","109.81.166.135","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36","Macintosh","Chrome","123.0.0.0","OS X","10_15_7","null","en-GB,en-US;q=0.9,en;q=0.8","7labuwcym2f","","null","null","<div style=""font-size:30pt;"">+</div>","","","","","",""
"","","","","","lexical_decision","audio-button-response","9","23650","0.0-4.0-1.2","2","1","2024-04-09 07:21:12","970eb555d25350035b1a478df6c9206c","109.81.166.135","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36","Macintosh","Chrome","123.0.0.0","OS X","10_15_7","null","en-GB,en-US;q=0.9,en;q=0.8","7labuwcym2f","","485","2","sheep.wav","sheep.png","cheese.png","fox.png","yes","sheep.png","[""cheese.png"",""sheep.png"",""fox.png""]"
